"","sent_raw","syuzhet","bing","afinn","nrc"
"350","349,""This was a great relief, because """"three days after sight of this First of Exchange pay to Mr. Ebenezer Scrooge or his order,"""" and so forth, would have become a mere United States' security if there were no days to count by.""",1.65,2,2,5
"351","350,""Scrooge went to bed again, and thought, and thought, and thought it over and over and over, and could make nothing of it.""",0,0,0,0
"352","351,""The more he thought, the more perplexed he was; and the more he endeavoured not to think, the more he thought.""",-1,-1,-2,-1
"353","352,Marley's Ghost bothered him exceedingly.",-0.5,0,-3,0
"354","353,""Every time he resolved within himself, after mature inquiry, that it was all a dream, his mind flew back again, like a strong spring released, to its first position, and presented the same problem to be worked all through, """"Was it a dream or not?""""""",2.1,3,7,0
"355","354,""Scrooge lay in this state until the chime had gone three quarters more, when he remembered, on a sudden, that the Ghost had warned him of a visitation when the bell tolled one.""",-1.35,-1,-3,-1
"356","355,""He resolved to lie awake until the hour was passed; and, considering that he could no more go to sleep than go to Heaven, this was perhaps the wisest resolution in his power.""",0.9,0,5,-1
"357","356,""The quarter was so long, that he was more than once convinced he must have sunk into a doze unconsciously, and missed the clock.""",-0.4,-2,-1,-1
"358","357,At length it broke upon his listening ear.",-0.75,-1,-1,-1
"359","358,""""""Ding, dong!""""""",0,-1,0,0
"360","359,""""""A quarter past,"""" said Scrooge, counting.""",0,0,0,0
"361","360,""""""Ding, dong!""""""",0,-1,0,0
"362","361,""""""Half-past!"""" said Scrooge.""",0,0,0,0
"363","362,""""""Ding, dong!""""""",0,-1,0,0
"364","363,""""""A quarter to it,"""" said Scrooge.""",0,0,0,0
"365","364,""""""Ding, dong!""""""",0,-1,0,0
"366","365,""""""The hour itself,"""" said Scrooge, triumphantly, """"and nothing else!""""""",1,1,0,0
"367","366,""He spoke before the hour bell sounded, which it now did with a deep, dull, hollow, melancholy ONE.""",-2,-3,-5,-4
"368","367,""Light flashed up in the room upon the instant, and the curtains of his bed were drawn.""",0,0,0,0
"369","368,""The curtains of his bed were drawn aside, I tell you, by a hand.""",0,0,0,0
"370","369,""Not the curtains at his feet, nor the curtains at his back, but those to which his face was addressed.""",0,0,0,0
"371","370,""The curtains of his bed were drawn aside; and Scrooge, starting up into a half-recumbent attitude, found himself face to face with the unearthly visitor who drew them: as close to it as I am now to you, and I am standing in the spirit at your elbow.""",1.35,0,1,4
"372","371,""It was a strange figure--like a child: yet not so like a child as like an old man, viewed through some supernatural medium, which gave him the appearance of having receded from the view, and being diminished to a child's proportions.""",-0.4,0,1,0
"373","372,""Its hair, which hung about its neck and down its back, was white as if with age; and yet the face had not a wrinkle in it, and the tenderest bloom was on the skin.""",0.15,-1,0,2
"374","373,""The arms were very long and muscular; the hands the same, as if its hold were of uncommon strength.""",1.1,0,2,2
"375","374,""Its legs and feet, most delicately formed, were, like those upper members, bare.""",0.5,1,2,0
"376","375,""It wore a tunic of the purest white; and round its waist was bound a lustrous belt, the sheen of which was beautiful.""",1.4,2,4,1
"377","376,""It held a branch of fresh green holly in its hand; and, in singular contradiction of that wintry emblem, had its dress trimmed with summer flowers.""",0.4,0,1,0
"378","377,""But the strangest thing about it was, that from the crown of its head there sprung a bright clear jet of light, by which all this was visible; and which was doubtless the occasion of its using, in its duller moments, a great extinguisher for a cap, which it now held under its arm.""",1.75,3,5,1
"379","378,""Even this, though, when Scrooge looked at it with increasing steadiness, was not its strangest quality.""",0.35,0,2,0
"380","379,""For as its belt sparkled and glittered now in one part and now in another, and what was light one instant, at another time was dark, so the figure itself fluctuated in its distinctness: being now a thing with one arm, now with one leg, now with twenty legs, now a pair of legs without a head, now a head without a body: of which dissolving parts, no outline would be visible in the dense gloom wherein they melted away.""",-1.35,-3,-2,-2
"381","380,""And in the very wonder of this, it would be itself again; distinct and clear as ever.""",0.5,2,1,0
"382","381,""""""Are you the Spirit, sir, whose coming was foretold to me?"""" asked Scrooge.""",0.75,0,1,2
"383","382,""""""I am!""""""",0,0,0,0
"384","383,The voice was soft and gentle.",1.6,2,0,0
"385","384,""Singularly low, as if instead of being so close beside him, it were at a distance.""",0,0,0,0
"386","385,""""""Who, and what are you?""""""",0,0,0,0
"387","386,Scrooge demanded.",-0.4,0,-1,0
"388","387,""""""I am the Ghost of Christmas Past.""""""",-0.6,0,-1,0
"389","388,""""""Long Past?"""" inquired Scrooge: observant of its dwarfish stature.""",0.6,0,0,1
"390","389,""""""No. Your past.""""""",0,0,-1,0
"391","390,""Perhaps, Scrooge could not have told anybody why, if anybody could have asked him; but he had a special desire to see the Spirit in his cap; and begged him to be covered.""",1.9,0,2,2
"392","391,""""""What!"""" exclaimed the Ghost, """"would you so soon put out, with worldly hands, the light I give? Is it not enough that you are one of those whose passions made this cap, and force me through whole trains of years to wear it low upon my brow!""""""",-0.45,1,-1,-2
"393","392,""Scrooge reverently disclaimed all intention to offend or any knowledge of having wilfully """"bonneted"""" the Spirit at any period of his life.""",1.35,0,-1,1
"394","393,He then made bold to inquire what business brought him there.",0.25,0,2,1
"395","394,""""""Your welfare!"""" said the Ghost.""",-0.6,0,-1,0
"396","395,""Scrooge expressed himself much obliged, but could not help thinking that a night of unbroken rest would have been more conducive to that end.""",1.2,0,2,3
"397","396,""The Spirit must have heard him thinking, for it said immediately:""",0.5,0,1,1
"398","397,""""""Your reclamation, then. Take heed!""""""",0.8,0,0,1
"399","398,""It put out its strong hand as it spoke, and clasped him gently by the arm.""",0.5,1,2,-1
"400","399,""""""Rise! and walk with me!""""""",0,0,1,0
"401","400,""It would have been in vain for Scrooge to plead that the weather and the hour were not adapted to pedestrian purposes; that bed was warm, and the thermometer a long way below freezing; that he was clad but lightly in his slippers, dressing-gown, and nightcap; and that he had a cold upon him at that time.""",-2.15,-2,1,-3
"402","401,""The grasp, though gentle as a woman's hand, was not to be resisted.""",1,1,0,0
"403","402,""He rose: but finding that the Spirit made towards the window, clasped his robe in supplication.""",0.1,0,2,2
"404","403,""""""I am a mortal,"""" Scrooge remonstrated, """"and liable to fall.""""""",-0.75,-2,0,-2
"405","404,""""""Bear but a touch of my hand there,"""" said the Spirit, laying it upon his heart, """"and you shall be upheld in more than this!""""""",1.1,1,1,1
"406","405,""As the words were spoken, they passed through the wall, and stood upon an open country road, with fields on either hand.""",0,0,0,-1
"407","406,The city had entirely vanished.",-0.6,0,0,-1
"408","407,Not a vestige of it was to be seen.",0,0,0,0
"409","408,""The darkness and the mist had vanished with it, for it was a clear, cold, winter day, with snow upon the ground.""",-1.6,-2,0,-3
"410","409,""""""Good Heaven!"""" said Scrooge, clasping his hands together, as he looked about him.""",1.55,2,5,1
"411","410,""""""I was bred in this place. I was a boy here!""""""",0.25,0,0,-1
"412","411,The Spirit gazed upon him mildly.",0.5,0,1,1
"413","412,""Its gentle touch, though it had been light and instantaneous, appeared still present to the old man's sense of feeling.""",1.5,1,1,2
"414","413,""He was conscious of a thousand odours floating in the air, each one connected with a thousand thoughts, and hopes, and joys, and cares long, long, forgotten!""",1.1,0,3,-1
"415","414,""""""Your lip is trembling,"""" said the Ghost.""",-1.1,0,-3,-1
"416","415,""""""And what is that upon your cheek?""""""",0,0,0,0
"417","416,""Scrooge muttered, with an unusual catching in his voice, that it was a pimple; and begged the Ghost to lead him where he would.""",-1.2,-1,-1,0
"418","417,""""""You recollect the way?"""" inquired the Spirit.""",0.5,0,1,1
"419","418,""""""Remember it!"""" cried Scrooge with fervour; """"I could walk it blindfold.""""""",-1,0,-2,0
"420","419,""""""Strange to have forgotten it for so many years!"""" observed the Ghost.""",-1.6,-1,-3,-1
"421","420,""""""Let us go on.""""""",0,0,0,0
"422","421,""They walked along the road, Scrooge recognising every gate, and post, and tree; until a little market-town appeared in the distance, with its bridge, its church, and winding river.""",0.1,0,0,2
"423","422,""Some shaggy ponies now were seen trotting towards them with boys upon their backs, who called to other boys in country gigs and carts, driven by farmers.""",0,0,1,0
"424","423,""All these boys were in great spirits, and shouted to each other, until the broad fields were so full of merry music, that the crisp air laughed to hear it!""",3.25,3,7,3
"425","424,""""""These are but shadows of the things that have been,"""" said the Ghost.""",-0.6,0,-1,0
"426","425,""""""They have no consciousness of us.""""""",0.4,0,-1,1
"427","426,""The jocund travellers came on; and as they came, Scrooge knew and named them every one.""",0,0,0,0
"428","427,Why was he rejoiced beyond all bounds to see them!",1,0,4,0
"429","428,""Why did his cold eye glisten, and his heart leap up as they went past!""",0.1,0,0,-1
"430","429,""Why was he filled with gladness when he heard them give each other Merry Christmas, as they parted at cross-roads and bye-ways, for their several homes!""",1.75,2,3,1
"431","430,What was merry Christmas to Scrooge?",1,1,3,1
"432","431,Out upon merry Christmas!",1,1,3,1
"433","432,What good had it ever done to him?",0.75,1,3,1
"434","433,""""""The school is not quite deserted,"""" said the Ghost.""",-1.2,0,-1,-1
"435","434,""""""A solitary child, neglected by his friends, is left there still.""""""",-0.15,-1,-2,0
"436","435,Scrooge said he knew it.",0,0,0,0
"437","436,And he sobbed.",-1,0,0,0
"438","437,""They left the high-road, by a well-remembered lane, and soon approached a mansion of dull red brick, with a little weathercock-surmounted cupola, on the roof, and a bell hanging in it.""",-1,0,-2,-2
"439","438,""It was a large house, but one of broken fortunes; for the spacious offices were little used, their walls were damp and mossy, their windows broken, and their gates decayed.""",-0.75,-1,0,-1
"440","439,Fowls clucked and strutted in the stables; and the coach-houses and sheds were over-run with grass.",-0.5,0,0,0
"441","440,""Nor was it more retentive of its ancient state, within; for entering the dreary hall, and glancing through the open doors of many rooms, they found them poorly furnished, cold, and vast.""",-1.15,-3,-4,-3
"442","441,""There was an earthy savour in the air, a chilly bareness in the place, which associated itself somehow with too much getting up by candle-light, and not too much to eat.""",0.1,-1,0,0
"443","442,""They went, the Ghost and Scrooge, across the hall, to a door at the back of the house.""",-0.6,0,-1,0
"444","443,""It opened before them, and disclosed a long, bare, melancholy room, made barer still by lines of plain deal forms and desks.""",-0.5,-1,-2,0
"445","444,""At one of these a lonely boy was reading near a feeble fire; and Scrooge sat down upon a form, and wept to see his poor forgotten self as he used to be.""",-2.4,-3,-9,-3
"446","445,""Not a latent echo in the house, not a squeak and scuffle from the mice behind the panelling, not a drip from the half-thawed water-spout in the dull yard behind, not a sigh among the leafless boughs of one despondent poplar, not the idle swinging of an empty store-house door, no, not a clicking in the fire, but fell upon the heart of Scrooge with a softening influence, and gave a freer passage to his tears.""",-3.95,-5,-13,-2
"447","446,""The Spirit touched him on the arm, and pointed to his younger self, intent upon his reading.""",1.1,0,1,2
"448","447,""Suddenly a man, in foreign garments: wonderfully real and distinct to look at: stood outside the window, with an axe stuck in his belt, and leading by the bridle an ass laden with wood.""",-0.4,1,-1,-2
"449","448,""""""Why, it's Ali Baba!""""""",0,0,0,0
"450","449,Scrooge exclaimed in ecstasy.",0.75,1,0,1
"451","450,""""""It's dear old honest Ali Baba! Yes, yes, I know! One Christmas time, when yonder solitary child was left here all alone, he did come, for the first time, just like that. Poor boy! And Valentine,"""" said Scrooge, """"and his wild brother, Orson; there they go! And what's his name, who was put down in his drawers, asleep, at the Gate of Damascus; don't you see him! And the Sultan's Groom turned upside down by the Genii; there he is upon his head! Serve him right. I' glad of it. What business had he to be married to the Princess!""""""",4.6,2,6,3
"452","451,""To hear Scrooge expending all the earnestness of his nature on such subjects, in a most extraordinary voice between laughing and crying; and to see his heightened and excited face; would have been a surprise to his business friends in the city, indeed.""",2.95,3,2,4
"453","452,""""""There's the Parrot!"""" cried Scrooge.""",-1,0,-2,-1
"454","453,""""""Green body and yellow tail, with a thing like a lettuce growing out of the top of his head; there he is! Poor Robin Crusoe, he called him, when he came home again after sailing round the island. 'Poor Robin Crusoe, where have you been, Robin Crusoe?' The man thought he was dreaming, but he wasn't. It was the Parrot, you know. There goes Friday, running for his life to the little creek! Halloa! Hoop! Halloo!""""""",0.8,1,3,1
"455","454,""Then, with a rapidity of transition very foreign to his usual character, he said, in pity for his former self, """"Poor boy!"""" and cried again.""",-1.6,-2,-6,-1
"456","455,""""""I wish,"""" Scrooge muttered, putting his hand in his pocket, and looking about him, after drying his eyes with his cuff: """"but it's too late now.""""""",0.55,0,1,-1
"457","456,""""""What is the matter?"""" asked the Spirit.""",0.5,0,2,1
"458","457,""""""Nothing,"""" said Scrooge.""",0,0,0,0
"459","458,""""""Nothing. There was a boy singing a Christmas Carol at my door last night. I should like to have given him something: that's all.""""""",0.75,1,2,0
"460","459,""The Ghost smiled thoughtfully, and waved its hand: saying as it did so, """"Let us see another Christmas!""""""",1.2,1,1,0
"461","460,""Scrooge's former self grew larger at the words, and the room became a little darker and more dirty.""",-1.35,-2,-2,-2
"462","461,""The panels shrunk, the windows cracked; fragments of plaster fell out of the ceiling, and the naked laths were shown instead; but how all this was brought about, Scrooge knew no more than you do.""",-1.5,-2,-1,-3
"463","462,""He only knew that it was quite correct; that everything had happened so; that there he was, alone again, when all the other boys had gone home for the jolly holidays.""",0.75,2,0,0
"464","463,""He was not reading now, but walking up and down despairingly.""",0.1,-1,0,1
"465","464,""Scrooge looked at the Ghost, and with a mournful shaking of his head, glanced anxiously towards the door.""",-2.6,-2,-3,-2
"466","465,""It opened; and a little girl, much younger than the boy, came darting in, and putting her arms about his neck, and often kissing him, addressed him as her """"Dear, dear brother.""""""",1.4,0,2,2
"467","466,""""""I have come to bring you home, dear brother!"""" said the child, clapping her tiny hands, and bending down to laugh.""",2,0,3,4
"468","467,""""""To bring you home, home, home!""""""",0,0,0,0
"469","468,""""""Home, little Fan?"""" returned the boy.""",0.25,0,3,-1
"470","469,""""""Yes!"""" said the child, brimful of glee.""",2.15,1,4,2
"471","470,""""""Home, for good and all. Home, for ever and ever. Father is so much kinder than he used to be, that home's like Heaven! He spoke so gently to me one dear night when I was going to bed, that I was not afraid to ask him once more if you might come home; and he said Yes, you should; and sent me in a coach to bring you. And you're to be a man!"""" said the child, opening her eyes, """"and are never to come back here; but first, we're to be together all the Christmas long, and have the merriest time in all the world.""""""",3.8,2,10,1
"472","471,""""""You are quite a woman, little Fan!"""" exclaimed the boy.""",0.25,0,3,-1
"473","472,""She clapped her hands and laughed, and tried to touch his head; but being too little, laughed again, and stood on tiptoe to embrace him.""",1.55,0,2,1
"474","473,""Then she began to drag him, in her childish eagerness, towards the door; and he, nothing loth to go, accompanied her.""",-0.5,-1,-3,0
"475","474,""A terrible voice in the hall cried, """"Bring down Master Scrooge's box, there!"""" and in the hall appeared the schoolmaster himself, who glared on Master Scrooge with a ferocious condescension, and threw him into a dreadful state of mind by shaking hands with him.""",-4.85,-2,-8,-4
"476","475,""He then conveyed him and his sister into the veriest old well of a shivering best-parlour that ever was seen, where the maps upon the wall, and the celestial and terrestrial globes in the windows, were waxy with cold.""",0.7,1,3,0
"477","476,""Here he produced a decanter of curiously light wine, and a block of curiously heavy cake, and administered instalments of those dainties to the young people: at the same time, sending out a meagre servant to offer a glass of """"something"""" to the postboy, who answered that he thanked the gentleman, but if it was the same tap as he had tasted before, he had rather not.""",1.5,0,-1,2
"478","477,""Master Scrooge's trunk being by this time tied on to the top of the chaise, the children bade the schoolmaster good-bye right willingly; and getting into it, drove gaily down the garden-sweep: the quick wheels dashing the hoar-frost and snow from off the dark leaves of the evergreens like spray.""",2.95,6,9,6
"479","478,""""""Always a delicate creature, whom a breath might have withered,"""" said the Ghost.""",-1.25,1,-1,-2
"480","479,""""""But she had a large heart!""""""",0,0,0,0
"481","480,""""""So she had,"""" cried Scrooge.""",-1,0,-2,0
"482","481,""""""You're right. I will not gainsay it, Spirit. God forbid!""""""",0.3,-1,1,1
"483","482,""""""She died a woman,"""" said the Ghost, """"and had, as I think, children.""""""",-1.1,-1,-4,0
"484","483,""""""One child,"""" Scrooge returned.""",0.6,0,0,1
"485","484,""""""True,"""" said the Ghost.""",-0.1,0,1,1
"486","485,""""""Your nephew!""""""",0,0,0,0
"487","486,""Scrooge seemed uneasy in his mind; and answered briefly, """"Yes.""""""",-0.2,-1,-1,-1
"488","487,""Although they had but that moment left the school behind them, they were now in the busy thoroughfares of a city, where shadowy passengers passed and repassed; where shadowy carts and coaches battled for the way, and all the strife and tumult of a real city were.""",-2.85,-2,-1,-2
"489","488,""It was made plain enough, by the dressing of the shops, that here too it was Christmas time again; but it was evening, and the streets were lighted up.""",-0.25,1,0,0
"490","489,""The Ghost stopped at a certain warehouse door, and asked Scrooge if he knew it.""",-0.2,0,-1,0
"491","490,""""""Know it!"""" said Scrooge.""",0,0,0,0
"492","491,""""""Was I apprenticed here!""""""",0,0,0,0
"493","492,They went in.",0,0,0,0
"494","493,""At sight of an old gentleman in a Welsh wig, sitting behind such a high desk, that if he had been two inches taller he must have knocked his head against the ceiling, Scrooge cried in great excitement:""",1.5,2,4,2
"495","494,""""""Why, it's old Fezziwig! Bless his heart; it's Fezziwig alive again!""""""",1.5,1,3,2
"496","495,""Old Fezziwig laid down his pen, and looked up at the clock, which pointed to the hour of seven.""",0,0,0,0
"497","496,""He rubbed his hands; adjusted his capacious waistcoat; laughed all over himself, from his shoes to his organ of benevolence; and called out in a comfortable, oily, rich, fat, jovial voice:""",2.8,3,7,1
"498","497,""""""Yo ho, there! Ebenezer! Dick!""""""",0,-1,-4,0
"499","498,""Scrooge's former self, now grown a young man, came briskly in, accompanied by his fellow-'prentice.""",0.4,0,0,2
"500","499,""""""Dick Wilkins, to be sure!"""" said Scrooge to the Ghost.""",-0.6,-1,-5,0
"501","500,""""""Bless me, yes. There he is. He was very much attached to me, was Dick. Poor Dick! Dear, dear!""""""",1.8,-1,-1,2
"502","501,""""""Yo ho, my boys!"""" said Fezziwig.""",0,0,0,0
"503","502,""""""No more work to-night. Christmas Eve, Dick. Christmas, Ebenezer! Let's have the shutters up,"""" cried old Fezziwig, with a sharp clap of his hands, """"before a man can say Jack Robinson!""""""",-0.5,1,-7,1
"504","503,You wouldn't believe how those two fellows went at it!",0,0,0,0
"505","504,""They charged into the street with the shutters--one, two, three--had 'em up in their places--four, five, six--barred 'em and pinned 'em--seven, eight, nine--and came back before you could have got to twelve, panting like race-horses.""",0.5,1,-1,-1
"506","505,""""""Hilli-ho!"""" cried old Fezziwig, skipping down from the high desk, with wonderful agility.""",0.5,2,2,2
"507","506,""""""Clear away, my lads, and let's have lots of room here! Hilli-ho, Dick! Chirrup, Ebenezer!""""""",0.5,0,-3,0
"508","507,Clear away!",0.5,1,1,0
"509","508,""There was nothing they wouldn't have cleared away, or couldn't have cleared away, with old Fezziwig looking on.""",0.5,1,1,0
"510","509,It was done in a minute.",0,0,0,0
"511","510,""Every movable was packed off, as if it were dismissed from public life for evermore; the floor was swept and watered, the lamps were trimmed, fuel was heaped upon the fire; and the warehouse was as snug, and warm, and dry, and bright a ball-room, as you would desire to see upon a winter's night.""",1.35,2,-1,2
"512","511,""In came a fiddler with a music-book, and went up to the lofty desk, and made an orchestra of it, and tuned like fifty stomach-aches.""",0.25,0,2,1
"513","512,""In came Mrs. Fezziwig, one vast substantial smile.""",1.25,1,3,1
"514","513,""In came the three Miss Fezziwigs, beaming and lovable.""",1.25,0,1,2
"515","514,In came the six young followers whose hearts they broke.",-0.35,-1,-1,0
"516","515,In came all the young men and women employed in the business.",0.4,0,0,1
"517","516,""In came the housemaid, with her cousin, the baker.""",0,0,0,0
"518","517,""In came the cook, with her brother's particular friend, the milkman.""",0.8,0,1,1
"519","518,""In came the boy from over the way, who was suspected of not having board enough from his master; trying to hide himself behind the girl from next door but one, who was proved to have had her ears pulled by her mistress.""",-1.1,1,-2,-1
"520","519,""In they all came, one after another; some shyly, some boldly, some gracefully, some awkwardly, some pushing, some pulling; in they all came, anyhow and everyhow.""",1.25,1,2,0
"521","520,""Away they all went, twenty couple at once; hands half round and back again the other way; down the middle and up again; round and round in various stages of affectionate grouping; old top couple always turning up in the wrong place; new top couple starting off again, as soon as they got there; all top couples at last, and not a bottom one to help them!""",0.55,1,5,-1
"522","521,""When this result was brought about, old Fezziwig, clapping his hands to stop the dance, cried out, """"Well done!"""" and the fiddler plunged his hot face into a pot of porter, especially provided for that purpose.""",-0.25,2,-3,1
"523","522,""But scorning rest, upon his reappearance, he instantly began again, though there were no dancers yet, as if the other fiddler had been carried home, exhausted, on a shutter, and he were a bran-new man resolved to beat him out of sight, or perish.""",-0.9,-1,-1,-1
"524","523,""There were more dances, and there were forfeits, and more dances, and there was cake, and there was negus, and there was a great piece of Cold Roast, and there was a great piece of Cold Boiled, and there were mince-pies, and plenty of beer.""",0,0,3,0
"525","524,""But the great effect of the evening came after the Roast and Boiled, when the fiddler (an artful dog, mind! The sort of man who knew his business better than you or I could have told it him!) struck up """"Sir Roger de Coverley.""""""",1.05,1,4,1
"526","525,Then old Fezziwig stood out to dance with Mrs. Fezziwig.",0.6,0,0,1
"527","526,""Top couple, too; with a good stiff piece of work cut out for them; three or four and twenty pair of partners; people who were not to be trifled with; people who would dance, and had no notion of walking.""",1.1,2,3,3
"528","527,""But if they had been twice as many--ah, four times--old Fezziwig would have been a match for them, and so would Mrs. Fezziwig.""",0,0,0,0
"529","528,""As to her, she was worthy to be his partner in every sense of the term.""",1.55,1,2,3
"530","529,""If that's not high praise, tell me higher, and I' use it.""",0.75,1,3,1
"531","530,A positive light appeared to issue from Fezziwig's calves.",0.75,0,2,0
"532","531,They shone in every part of the dance like moons.",1.1,1,2,1
"533","532,""You couldn't have predicted, at any given time, what would have become of them next.""",0,0,0,0
"534","533,""And when old Fezziwig and Mrs. Fezziwig had gone all through the dance; advance and retire, both hands to your partner, bow and curtsey, corkscrew, thread-the-needle, and back again to your place; Fezziwig """"cut""""--cut so deftly, that he appeared to wink with his legs, and came upon his feet again without a stagger.""",1.95,0,-1,4
"535","534,""When the clock struck eleven, this domestic ball broke up.""",-1.5,-2,-2,-1
"536","535,""Mr. and Mrs. Fezziwig took their stations, one on either side of the door, and shaking hands with every person individually as he or she went out, wished him or her a Merry Christmas.""",1,1,3,0
"537","536,""When everybody had retired but the two 'prentices, they did the same to them; and thus the cheerful voices died away, and the lads were left to their beds; which were under a counter in the back-shop.""",0.25,0,-1,1
"538","537,""During the whole of this time, Scrooge had acted like a man out of his wits.""",1.1,1,4,1
"539","538,""His heart and soul were in the scene, and with his former self.""",0,0,0,0
"540","539,""He corroborated everything, remembered everything, enjoyed everything, and underwent the strangest agitation.""",0.35,0,2,-1
"541","540,""It was not until now, when the bright faces of his former self and Dick were turned from them, that he remembered the Ghost, and became conscious that it was looking full upon him, while the light upon its head burnt very clear.""",-0.1,1,-3,0
"542","541,""""""A small matter,"""" said the Ghost, """"to make these silly folks so full of gratitude.""""""",-0.1,0,-1,0
"543","542,""""""Small!"""" echoed Scrooge.""",0,0,0,-1
"544","543,""The Spirit signed to him to listen to the two apprentices, who were pouring out their hearts in praise of Fezziwig: and when he had done so, said,""",1.25,1,4,2
"545","544,""""""Why! Is it not? He has spent but a few pounds of your mortal money: three or four perhaps. Is that so much that he deserves this praise?""""""",0.85,1,3,0
"546","545,""""""It isn't that,"""" said Scrooge, heated by the remark, and speaking unconsciously like his former, not his latter, self.""",0.5,1,2,0
"547","546,""""""It isn't that, Spirit. He has the power to render us happy or unhappy; to make our service light or burdensome; a pleasure or a toil. Say that his power lies in words and looks; in things so slight and insignificant that it is impossible to add and count 'em up: what then? The happiness he gives, is quite as great as if it cost a fortune.""""""",-1.05,-1,11,1
"548","547,""He felt the Spirit's glance, and stopped.""",-0.4,0,-1,0
"549","548,""""""What is the matter?"""" asked the Ghost.""",-0.6,0,0,0
"550","549,""""""Nothing particular,"""" said Scrooge.""",0,0,0,0
"551","550,""""""Something, I think?"""" the Ghost insisted.""",-0.6,0,-1,0
"552","551,""""""No,"""" said Scrooge, """"No. I should like to be able to say a word or two to my clerk just now. That's all.""""""",0.5,1,1,1
"553","552,His former self turned down the lamps as he gave utterance to the wish; and Scrooge and the Ghost again stood side by side in the open air.",0.2,0,0,0
"554","553,""""""My time grows short,"""" observed the Spirit.""",0.5,0,1,1
"555","554,""""""Quick!""""""",0,0,0,0
"556","555,""This was not addressed to Scrooge, or to any one whom he could see, but it produced an immediate effect.""",0,0,0,0
"557","556,For again Scrooge saw himself.",0,0,0,0
"558","557,He was older now; a man in the prime of life.",0.1,0,0,1
"559","558,His face had not the harsh and rigid lines of later years; but it had begun to wear the signs of care and avarice.",-1.25,-3,0,-3
"560","559,""There was an eager, greedy, restless motion in the eye, which showed the passion that had taken root, and where the shadow of the growing tree would fall.""",0.55,-1,0,1
"561","560,""He was not alone, but sat by the side of a fair young girl in a mourning-dress: in whose eyes there were tears, which sparkled in the light that shone out of the Ghost of Christmas Past.""",-0.85,1,-5,1
"562","561,""""""It matters little,"""" she said, softly.""",0,0,1,0
"563","562,""""""To you, very little. Another idol has displaced me; and if it can cheer and comfort you in time to come, as I would have tried to do, I have no just cause to grieve.""""""",0.2,1,3,2
"564","563,""""""What Idol has displaced you?"""" he rejoined.""",-0.55,0,0,1
"565","564,""""""A golden one.""""""",0.6,1,0,0
"566","565,""""""This is the even-handed dealing of the world!"""" he said.""",0,0,0,0
"567","566,""""""There is nothing on which it is so hard as poverty; and there is nothing it professes to condemn with such severity as the pursuit of wealth!""""""",-2.25,-4,-1,-1
"568","567,""""""You fear the world too much,"""" she answered, gently.""",-0.75,-1,-2,-1
"569","568,""""""All your other hopes have merged into the hope of being beyond the chance of its sordid reproach. I have seen your nobler aspirations fall off one by one, until the master-passion, Gain, engrosses you. Have I not?""""""",1.55,2,9,1
"570","569,""""""What then?"""" he retorted.""",0,0,0,0
"571","570,""""""Even if I have grown so much wiser, what then? I am not changed towards you.""""""",0,0,0,0
"572","571,She shook her head.",0,0,0,0
"573","572,""""""Am I?""""""",0,0,0,0
"574","573,""""""Our contract is an old one. It was made when we were both poor and content to be so, until, in good season, we could improve our worldly fortune by our patient industry. You are changed. When it was made, you were another man.""""""",2.6,3,5,5
"575","574,""""""I was a boy,"""" he said impatiently.""",-0.55,-1,0,-1
"576","575,""""""Your own feeling tells you that you were not what you are,"""" she returned.""",0.25,0,1,0
"577","576,""""""I am. That which promised happiness when we were one in heart, is fraught with misery now that we are two. How often and how keenly I have thought of this, I will not say. It is enough that I have thought of it, and can release you.""""""",0.55,2,2,-1
"578","577,""""""Have I ever sought release?""""""",0,0,0,0
"579","578,""""""In words. No. Never.""""""",0,0,-1,-1
"580","579,""""""In what, then?""""""",0,0,0,0
"581","580,""""""In a changed nature; in an altered spirit; in another atmosphere of life; another Hope as its great end. In everything that made my love of any worth or value in your sight. If this had never been between us,"""" said the girl, looking mildly, but with steadiness, upon him; """"tell me, would you seek me out and try to win me now? Ah, no!""""""",4.1,5,14,4
"582","581,""He seemed to yield to the justice of this supposition, in spite of himself.""",0.5,-1,2,0
"583","582,""But he said with a struggle, """"You think not.""""""",-0.75,-1,-2,-1
"584","583,""""""I would gladly think otherwise if I could,"""" she answered, """"Heaven knows! When I have learned a Truth like this, I know how strong and irresistible it must be. But if you were free to-day, to-morrow, yesterday, can even I believe that you would choose a dowerless girl--you who, in your very confidence with her, weigh everything by Gain: or, choosing her, if for a moment you were false enough to your one guiding principle to do so, do I not know that your repentance and regret would surely follow? I do; and I release you. With a full heart, for the love of him you once were.""""""",5.8,8,13,4
"585","584,""He was about to speak; but with her head turned from him, she resumed.""",0,0,0,0
"586","585,""""""You may--the memory of what is past half makes me hope you will--have pain in this. A very, very brief time, and you will dismiss the recollection of it, gladly, as an unprofitable dream, from which it happened well that you awoke. May you be happy in the life you have chosen!""""""",2.15,1,4,1
"587","586,""She left him, and they parted.""",0,0,0,0
"588","587,""""""Spirit!"""" said Scrooge, """"show me no more! Conduct me home. Why do you delight to torture me?""""""",0.5,0,-1,1
"589","588,""""""One shadow more!"""" exclaimed the Ghost.""",-0.6,0,-1,0
"590","589,""""""No more!"""" cried Scrooge.""",-1,0,-3,0
"591","590,""""""No more. I don't wish to see it. Show me no more!""""""",0.8,0,0,0
