,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
257,258,"257,""""""Man of the worldly mind!"""" replied the Ghost, """"do you believe in me or not?""""""",-0.6,0,-1,0,86,15,of the worldly mind replied the ghost do you believe in me or not,-0.653653861425016,-0.5,-0.5776854555867882,-0.6881628383779641,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.49040866325509813,-0.5,-0.397259948379109,-0.6139308280347502,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.26618705035971224,-0.34532374100719426,-0.6115107913669064,-0.11510791366906475,-0.3345323741007194,-1.6913796461196453,-1.4586660646775338,-1.801858957833555,-1.2816051737536684,-0.26618705035971224,-1.6913796461196453,-0.34532374100719426,-1.4586660646775338,-0.6115107913669064,-1.801858957833555,-0.11510791366906475,-1.2816051737536684
258,259,"258,""""""I do,"""" said Scrooge.""",0.0,0,0,0,29,4,do said scrooge,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.26798561151079137,-0.35251798561151076,-0.6115107913669064,-0.11510791366906475,-0.3367805755395683,-1.699190069248242,-1.489345372617795,-1.801858957833555,-1.2816051737536684,-0.26798561151079137,-1.699190069248242,-0.35251798561151076,-1.489345372617795,-0.6115107913669064,-1.801858957833555,-0.11510791366906475,-1.2816051737536684
259,260,"259,""""""I must. But why do spirits walk the earth, and why do they come to me?""""""",0.25,0,0,1,80,16,must but why do spirits walk the earth and why do they come to me,0.09844337061519474,0.20833333333333334,0.09800755711574062,0.2688248023124412,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,0.5236468285273771,1.0,0.48193377548255534,1.2754832249431942,-0.2647482014388489,-0.34532374100719426,-0.5899280575539568,-0.08633093525179857,-0.32158273381294966,-1.6851313076167682,-1.4586660646775338,-1.7612261828227695,-1.1743012680300524,-0.2647482014388489,-1.6851313076167682,-0.34532374100719426,-1.4586660646775338,-0.5899280575539568,-1.7612261828227695,-0.08633093525179857,-1.1743012680300524
260,261,"260,""""""It is required of every man,"""" the Ghost returned, """"that the spirit within him should walk abroad among his fellowmen, and travel far and wide; and if that spirit goes not forth in life, it is condemned to do so after death. It is doomed to wander through the world--oh, woe is me!--and witness what it cannot share, but might have shared on earth, and turned to happiness!""""""",-0.8,-3,-1,0,384,68,is required of every man the ghost returned that the spirit within him should walk abroad among his fellowmen and travel far and wide and if that spirit goes not forth in life it is condemned to do so after death it is doomed to wander through the world oh woe is me and witness what it cannot share but might have shared on earth and turned to happiness,-0.8306179160227127,-0.6666666666666667,-0.23478140318473,-0.2025059884145124,-2.3386618513756177,-3.0,-0.4675628984854279,-2.2167514928386627,-0.49040866325509813,-0.5,-0.15002572793286836,-0.13549627597120423,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.2618705035971223,-0.3381294964028777,-0.5827338129496403,-0.07194244604316546,-0.31366906474820144,-1.6726346306110136,-1.4279867567372724,-1.7476819244858413,-1.1206493151682446,-0.2618705035971223,-1.6726346306110136,-0.3381294964028777,-1.4279867567372724,-0.5827338129496403,-1.7476819244858413,-0.07194244604316546,-1.1206493151682446
261,262,"261,""Again the spectre raised a cry, and shook its chain and wrung its shadowy hands.""",-2.0,-2,-1,-1,86,15,the spectre raised a cry and shook its chain and wrung its shadowy hands,-1.8924022436088928,-1.6666666666666667,-1.7114192720118717,-2.293876127926547,-1.5622527554870347,-2.0,-1.36829456076759,-6.696036821139572,-0.49040866325509813,-0.5,-0.397259948379109,-0.6139308280347502,-0.8677718098578093,-1.0,-0.8320954807708579,-1.360458789562994,-0.2647482014388489,-0.3381294964028777,-0.5827338129496403,-0.07913669064748201,-0.31618705035971223,-1.6851313076167682,-1.4279867567372724,-1.7476819244858413,-1.1474752915991486,-0.2647482014388489,-1.6851313076167682,-0.3381294964028777,-1.4279867567372724,-0.5827338129496403,-1.7476819244858413,-0.07913669064748201,-1.1474752915991486
262,263,"262,""""""You are fettered,"""" said Scrooge, trembling.""",-0.5,0,-2,-1,52,6,are fettered said scrooge trembling,-0.5651718341261678,-0.4166666666666667,-1.1030512923162155,-1.4322412928526405,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.8483021008627571,-1.0,-1.6646875940466987,-3.0665895936111816,-0.8677718098578093,-1.0,-1.8476952898873764,-3.397751486079957,-0.26942446043165463,-0.3381294964028777,-0.5899280575539568,-0.09352517985611511,-0.32275179856115105,-1.7054384077511187,-1.4279867567372724,-1.7612261828227695,-1.2011272444609564,-0.26942446043165463,-1.7054384077511187,-0.3381294964028777,-1.4279867567372724,-0.5899280575539568,-1.7612261828227695,-0.09352517985611511,-1.2011272444609564
263,264,"263,""""""Tell me why?""""""",0.0,0,0,0,22,3,me why,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.287410071942446,-0.3669064748201439,-0.6330935251798561,-0.11510791366906475,-0.35062949640287766,-1.783542639037084,-1.5507039884983178,-1.8424917328443404,-1.2816051737536684,-0.287410071942446,-1.783542639037084,-0.3669064748201439,-1.5507039884983178,-0.6330935251798561,-1.8424917328443404,-0.11510791366906475,-1.2816051737536684
264,265,"264,""""""I wear the chain I forged in life,"""" replied the Ghost.""",-0.6,-1,-1,-1,63,11,wear the chain i forged in life replied the ghost,-0.653653861425016,-0.5,-0.75421076760315,-0.9381765852909393,-0.7858436595984516,-1.0,-0.9396421821177349,-4.5643738730837855,-0.49040866325509813,-0.5,-0.5125198276144444,-0.8369756338602724,-0.8677718098578093,-1.0,-1.0784878454005995,-1.854721746715762,-0.2938848920863309,-0.3669064748201439,-0.6330935251798561,-0.11510791366906475,-0.3522482014388489,-1.8116601623000315,-1.5507039884983178,-1.8424917328443404,-1.2816051737536684,-0.2938848920863309,-1.8116601623000315,-0.3669064748201439,-1.5507039884983178,-0.6330935251798561,-1.8424917328443404,-0.11510791366906475,-1.2816051737536684
265,266,"265,""""""I made it link by link, and yard by yard; I girded it on of my own free will, and of my own free will I wore it. Is its pattern strange to you?""""""",0.0,0,0,0,153,34,made it link by link and yard by yard i girded it on of my own free will and of my own free will i wore it is its pattern strange to you,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.2982014388489208,-0.3669064748201439,-0.60431654676259,-0.12949640287769784,-0.34973021582733815,-1.8304051778086634,-1.5507039884983178,-1.7883146994966266,-1.335257126615476,-0.2982014388489208,-1.8304051778086634,-0.3669064748201439,-1.5507039884983178,-0.60431654676259,-1.7883146994966266,-0.12949640287769784,-1.335257126615476
266,267,"266,Scrooge trembled more and more.",0.0,0,0,0,35,5,trembled more and more,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.31007194244604314,-0.38848920863309355,-0.6330935251798561,-0.12949640287769784,-0.36528776978417266,-1.8819539704574004,-1.642741912319102,-1.8424917328443404,-1.335257126615476,-0.31007194244604314,-1.8819539704574004,-0.38848920863309355,-1.642741912319102,-0.6330935251798561,-1.8424917328443404,-0.12949640287769784,-1.335257126615476
267,268,"267,""""""Or would you know,"""" pursued the Ghost, """"the weight and length of the strong coil you bear yourself? It was full as heavy and as long as this, seven Christmas Eves ago. You have laboured on it, since. It is a ponderous chain!""""""",0.05,1,1,0,236,43,would you know pursued the ghost the weight and length of the strong coil you bear yourself it was full as heavy and as long as this seven christmas eves ago you have laboured on it since it is a ponderous chain,-0.07852068398250191,0.04166666666666667,-0.07766881334590173,0.020013415880131058,0.7669745321787148,1.0,0.2131553805859732,1.1684202823216108,0.22537821196021987,0.5,0.030710488190922026,0.21425486465476867,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.31654676258992803,-0.39568345323741005,-0.6330935251798561,-0.14388489208633093,-0.3723021582733813,-1.910071493720348,-1.673421220259363,-1.8424917328443404,-1.3889090794772838,-0.31654676258992803,-1.910071493720348,-0.39568345323741005,-1.673421220259363,-0.6330935251798561,-1.8424917328443404,-0.14388489208633093,-1.3889090794772838
268,269,"268,""Scrooge glanced about him on the floor, in the expectation of finding himself surrounded by some fifty or sixty fathoms of iron cable: but he could see nothing.""",0.25,0,0,2,166,28,glanced about him on the floor in the expectation of finding himself surrounded by some fifty or sixty fathoms of iron cable but he could see nothing,0.09844337061519474,0.20833333333333334,0.016690702544876118,0.15365530471339464,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,1.2193561477199704,2.0,0.5729618166523625,1.458085428871156,-0.32158273381294955,-0.38848920863309355,-0.6187050359712231,-0.1510791366906475,-0.3699640287769784,-1.9319406784804183,-1.642741912319102,-1.8154032161704836,-1.415735055908188,-0.32158273381294955,-1.9319406784804183,-0.38848920863309355,-1.642741912319102,-0.6187050359712231,-1.8154032161704836,-0.1510791366906475,-1.415735055908188
269,270,"269,""""""Jacob,"""" he said, imploringly.""",0.0,0,0,0,38,4,he said imploringly,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.32158273381294955,-0.39568345323741005,-0.60431654676259,-0.1510791366906475,-0.36816546762589925,-1.9319406784804183,-1.673421220259363,-1.7883146994966266,-1.415735055908188,-0.32158273381294955,-1.9319406784804183,-0.39568345323741005,-1.673421220259363,-0.60431654676259,-1.7883146994966266,-0.1510791366906475,-1.415735055908188
270,271,"270,""""""Old Jacob Marley, tell me more. Speak comfort to me, Jacob!""""""",0.75,1,2,1,69,11,jacob marley tell me more speak comfort to me jacob,0.5408535071094364,0.625,0.7362145074149948,1.1727207316136743,0.7669745321787148,1.0,0.8960417561231567,4.5643738730837855,0.5832716495678789,1.0,0.7850182628773443,1.6739512677205448,0.5236468285273771,1.0,0.7706868511456114,1.854721746715762,-0.3197841726618704,-0.39568345323741005,-0.5899280575539568,-0.14388489208633093,-0.3623201438848921,-1.9241302553518218,-1.673421220259363,-1.7612261828227695,-1.3889090794772838,-0.3197841726618704,-1.9241302553518218,-0.39568345323741005,-1.673421220259363,-0.5899280575539568,-1.7612261828227695,-0.14388489208633093,-1.3889090794772838
271,272,"271,""""""I have none to give,"""" the Ghost replied.""",-0.6,0,-1,0,49,8,have none to give the ghost replied,-0.653653861425016,-0.5,-1.0023048624875686,-1.2895535835272462,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.49040866325509813,-0.5,-0.6745096017083007,-1.1504496540326592,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.32517985611510786,-0.4028776978417266,-0.60431654676259,-0.1510791366906475,-0.370863309352518,-1.9475615247376112,-1.7041005281996244,-1.7883146994966266,-1.415735055908188,-0.32517985611510786,-1.9475615247376112,-0.4028776978417266,-1.7041005281996244,-0.60431654676259,-1.7883146994966266,-0.1510791366906475,-1.415735055908188
272,273,"272,""""""It comes from other regions, Ebenezer Scrooge, and is conveyed by other ministers, to other kinds of men. Nor can I tell you what I would. A very little more is all permitted to me. I cannot rest, I cannot stay, I cannot linger anywhere. My spirit never walked beyond our counting-house--mark me!--in life my spirit never roved beyond the narrow limits of our money-changing hole; and weary journeys lie before me!""""""",-1.0,-3,-2,1,424,72,comes from other regions ebenezer scrooge and is conveyed by other ministers to other kinds of men nor can i tell you what i would a very little more is all permitted to me i cannot rest i cannot stay i cannot linger anywhere my spirit never walked beyond our counting house mark me in life my spirit never roved beyond the narrow limits of our money changing hole and weary journeys lie before me,-1.0075819706204092,-0.8333333333333334,-0.26059895283993095,-0.2390715225675425,-2.3386618513756177,-3.0,-0.4428017438964464,-2.093615734314087,-0.8483021008627571,-1.0,-0.21226556133807298,-0.2559395008693681,0.5236468285273771,1.0,-0.012535315840354874,0.283578481201785,-0.3161870503597122,-0.38848920863309355,-0.5971223021582733,-0.1510791366906475,-0.36321942446043165,-1.9085094090946286,-1.642741912319102,-1.774770441159698,-1.415735055908188,-0.3161870503597122,-1.9085094090946286,-0.38848920863309355,-1.642741912319102,-0.5971223021582733,-1.774770441159698,-0.1510791366906475,-1.415735055908188
273,274,"273,""It was a habit with Scrooge, whenever he became thoughtful, to put his hands in his breeches pockets.""",1.0,1,2,1,107,18,was a habit with scrooge whenever he became thoughtful to put his hands in his breeches pockets,0.7620585753565572,0.8333333333333334,0.5831169638956405,0.9558878589721673,0.7669745321787148,1.0,0.5393014016621284,2.790325171718627,0.5832716495678789,1.0,0.4488062831089741,1.0233316744921264,0.5236468285273771,1.0,0.41132475020659204,1.1338415564320121,-0.3100719424460431,-0.38848920863309355,-0.5971223021582733,-0.14388489208633093,-0.3598920863309352,-1.8819539704574004,-1.642741912319102,-1.774770441159698,-1.3889090794772838,-0.3100719424460431,-1.8819539704574004,-0.38848920863309355,-1.642741912319102,-0.5971223021582733,-1.774770441159698,-0.14388489208633093,-1.3889090794772838
274,275,"274,""Pondering on what the Ghost had said, he did so now, but without lifting up his eyes, or getting off his knees.""",-0.6,0,-1,0,117,22,on what the ghost had said he did so now but without lifting up his eyes or getting off his knees,-0.653653861425016,-0.5,-0.4231556305402069,-0.46930141772163747,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.49040866325509813,-0.5,-0.29636173287857165,-0.4186779522399636,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.30467625899280565,-0.381294964028777,-0.5971223021582733,-0.14388489208633093,-0.35674460431654675,-1.8585227010716106,-1.6120626043788406,-1.774770441159698,-1.3889090794772838,-0.30467625899280565,-1.8585227010716106,-0.381294964028777,-1.6120626043788406,-0.5971223021582733,-1.774770441159698,-0.14388489208633093,-1.3889090794772838
275,276,"275,""""""You must have been very slow about it, Jacob,"""" Scrooge observed, in a business-like manner, though with humility and deference.""",1.0,2,2,2,136,20,must have been very slow about it jacob scrooge observed in a business like manner though with humility and deference,0.7620585753565572,0.8333333333333334,0.515659043040329,0.8603468435826455,1.543383628067298,2.0,0.9882387755100681,5.022864202164166,0.5832716495678789,1.0,0.3959513691766581,0.9210496480561319,1.2193561477199704,2.0,0.8635614423514556,2.0410281290695194,-0.3075539568345323,-0.37410071942446044,-0.60431654676259,-0.14388489208633093,-0.3574640287769784,-1.871019378077365,-1.5813832964385792,-1.7883146994966266,-1.3889090794772838,-0.3075539568345323,-1.871019378077365,-0.37410071942446044,-1.5813832964385792,-0.60431654676259,-1.7883146994966266,-0.14388489208633093,-1.3889090794772838
276,277,"276,""""""Slow!"""" the Ghost repeated.""",-0.85,-1,-1,0,35,4,the ghost repeated,-0.8748589296721369,-0.7083333333333334,-2.668347966192538,-3.6491793738342713,-0.7858436595984516,-1.0,-2.5418600833254956,-12.532108813629048,-0.49040866325509813,-0.5,-1.2675295228299492,-2.298030356309626,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.3032374100719423,-0.37410071942446044,-0.60431654676259,-0.1366906474820144,-0.35458633093525177,-1.8522743625687332,-1.5813832964385792,-1.7883146994966266,-1.36208310304638,-0.3032374100719423,-1.8522743625687332,-0.37410071942446044,-1.5813832964385792,-0.60431654676259,-1.7883146994966266,-0.1366906474820144,-1.36208310304638
277,278,"277,""""""Seven years dead,"""" mused Scrooge.""",-1.0,-1,-3,0,42,5,years dead mused scrooge,-1.0075819706204092,-0.8333333333333334,-2.5179963669592866,-3.4362355968240994,-0.7858436595984516,-1.0,-2.038854121184137,-10.03068988875299,-1.2061955384704162,-1.5,-2.9314830541999353,-5.518024987306348,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.3151079136690646,-0.381294964028777,-0.6258992805755396,-0.1366906474820144,-0.3647482014388489,-1.9038231552174703,-1.6120626043788406,-1.8289474745074121,-1.36208310304638,-0.3151079136690646,-1.9038231552174703,-0.381294964028777,-1.6120626043788406,-0.6258992805755396,-1.8289474745074121,-0.1366906474820144,-1.36208310304638
278,279,"278,""""""And travelling all the time!""""""",0.0,0,0,0,38,5,travelling all the time,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.3097122302158272,-0.381294964028777,-0.6115107913669064,-0.12949640287769784,-0.3580035971223021,-1.8803918858316808,-1.6120626043788406,-1.801858957833555,-1.335257126615476,-0.3097122302158272,-1.8803918858316808,-0.381294964028777,-1.6120626043788406,-0.6115107913669064,-1.801858957833555,-0.12949640287769784,-1.335257126615476
279,280,"279,""""""The whole time,"""" said the Ghost.""",-0.6,0,-1,0,41,6,whole time said the ghost,-0.653653861425016,-0.5,-1.305301643927108,-1.7186895514231684,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.49040866325509813,-0.5,-0.8723473624152733,-1.5332947968055908,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.3104316546762589,-0.3669064748201439,-0.6115107913669064,-0.1366906474820144,-0.3563848920863309,-1.8835160550831196,-1.5507039884983178,-1.801858957833555,-1.36208310304638,-0.3104316546762589,-1.8835160550831196,-0.3669064748201439,-1.5507039884983178,-0.6115107913669064,-1.801858957833555,-0.1366906474820144,-1.36208310304638
280,281,"280,""""""No rest, no peace. Incessant torture of remorse.""""""",-1.75,-2,-5,-1,58,8,rest no peace incessant torture of remorse,-1.6711971753617718,-1.4583333333333335,-2.747440074920383,-3.7611979519544683,-1.5622527554870347,-2.0,-2.5450062254857055,-12.54775439267228,-1.9219824136857342,-2.5,-3.052519485406111,-5.752248270163296,-0.8677718098578093,-1.0,-1.4247752417575679,-2.5493740863096805,-0.29676258992805743,-0.35251798561151076,-0.5827338129496403,-0.09352517985611511,-0.33138489208633093,-1.8241568393057856,-1.489345372617795,-1.7476819244858413,-1.2011272444609564,-0.29676258992805743,-1.8241568393057856,-0.35251798561151076,-1.489345372617795,-0.5827338129496403,-1.7476819244858413,-0.09352517985611511,-1.2011272444609564
281,282,"281,""""""You travel fast?"""" said Scrooge.""",0.0,1,0,0,40,5,travel fast said scrooge,-0.12276169763192607,0.0,-0.09179953426175227,0.0,0.7669745321787148,1.0,1.995253695189559,10.03068988875299,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.29676258992805743,-0.35251798561151076,-0.5827338129496403,-0.09352517985611511,-0.33138489208633093,-1.8241568393057856,-1.489345372617795,-1.7476819244858413,-1.2011272444609564,-0.29676258992805743,-1.8241568393057856,-0.35251798561151076,-1.489345372617795,-0.5827338129496403,-1.7476819244858413,-0.09352517985611511,-1.2011272444609564
282,283,"282,""""""On the wings of the wind,"""" replied the Ghost.""",-0.6,0,-1,0,54,9,the wings of the wind replied the ghost,-0.653653861425016,-0.5,-0.9012498871017954,-1.1464288794731679,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.49040866325509813,-0.5,-0.608527085512468,-1.0227637878803109,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.303956834532374,-0.3597122302158273,-0.5971223021582733,-0.10071942446043165,-0.3403776978417266,-1.855398531820172,-1.5200246805580564,-1.774770441159698,-1.2279532208918604,-0.303956834532374,-1.855398531820172,-0.3597122302158273,-1.5200246805580564,-0.5971223021582733,-1.774770441159698,-0.10071942446043165,-1.2279532208918604
283,284,"283,""""""You might have got over a great quantity of ground in seven years,"""" said Scrooge.""",0.5,1,3,0,90,15,might have got over a great quantity of ground in seven years said scrooge,0.31964843886231553,0.4166666666666667,0.3131054001757776,0.5734690319816368,0.7669745321787148,1.0,0.6514469608878615,3.348018410569786,0.9411650871755378,1.5,0.8717513220019344,1.8417924841042506,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.28884892086330927,-0.34532374100719426,-0.5755395683453237,-0.08633093525179857,-0.3240107913669064,-1.7897909775399614,-1.4586660646775338,-1.7341376661489125,-1.1743012680300524,-0.28884892086330927,-1.7897909775399614,-0.34532374100719426,-1.4586660646775338,-0.5755395683453237,-1.7341376661489125,-0.08633093525179857,-1.1743012680300524
284,285,"284,""The Ghost, on hearing this, set up another cry, and clanked its chain so hideously in the dead silence of the night, that the Ward would have been justified in indicting it for a nuisance.""",-2.85,-4,-3,-3,194,35,ghost on hearing this set up another cry and clanked its chain so hideously in the dead silence of the night that the ward would have been justified in indicting it for a nuisance,-2.6444994756491034,-2.375,-1.0813011473914793,-1.4014364458512683,-3.115070947264201,-4.0,-1.176377771411012,-5.74164596888346,-1.2061955384704162,-1.5,-0.48805895530011767,-0.7896402509684319,-2.259190448242996,-3.0,-1.026197558351735,-1.7498274576984185,-0.2737410071942445,-0.3237410071942446,-0.5251798561151079,-0.08633093525179857,-0.3022482014388489,-1.7241834232597502,-1.3666281408567496,-1.6393278577904131,-1.1743012680300524,-0.2737410071942445,-1.7241834232597502,-0.3237410071942446,-1.3666281408567496,-0.5251798561151079,-1.6393278577904131,-0.08633093525179857,-1.1743012680300524
285,286,"285,""""""Oh! captive, bound, and double-ironed,"""" cried the phantom, """"not to know, that ages of incessant labour by immortal creatures, for this earth must pass into eternity before the good of which it is susceptible is all developed. Not to know that any Christian spirit working kindly in its little sphere, whatever it may be, will find its mortal life too short for its vast means of usefulness. Not to know that no space of regret can make amends for one life's opportunity misused! Yet such was I! Oh! such was I!""""""",-0.65,-1,3,0,522,91,captive bound and double ironed cried the phantom not to know that ages of incessant labour by immortal creatures for this earth must pass into eternity before the good of which it is susceptible is all developed not to know that any christian spirit working kindly in its little sphere whatever it may be will find its mortal life too short for its vast means of usefulness not to know that no space of regret can make amends for one life own opportunity misused yet such was i oh such was i,-0.6978948750744403,-0.5416666666666667,-0.17861318095639594,-0.12295463378812964,-0.7858436595984516,-1.0,-0.13283680326227207,-0.5521784017432423,0.9411650871755378,1.5,0.0769634699887548,0.3037611821382793,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.28992805755395673,-0.3381294964028777,-0.5611510791366906,-0.10071942446043165,-0.32248201438848917,-1.794477231417119,-1.4279867567372724,-1.7070491494750555,-1.2279532208918604,-0.28992805755395673,-1.794477231417119,-0.3381294964028777,-1.4279867567372724,-0.5611510791366906,-1.7070491494750555,-0.10071942446043165,-1.2279532208918604
286,287,"286,""""""But you were always a good man of business, Jacob,"""" faltered Scrooge, who now began to apply this to himself.""",-0.05,0,3,1,118,20,you were always a good man of business jacob faltered scrooge who now began to apply this to himself,-0.16700271128135025,-0.04166666666666667,-0.12217246312685635,-0.04301734217913228,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.9411650871755378,1.5,0.6339306191569111,1.3815744720841978,0.5236468285273771,1.0,0.35483047261198075,1.0205140645347597,-0.28345323741007183,-0.3381294964028777,-0.5251798561151079,-0.1079136690647482,-0.3136690647482014,-1.7663597081541713,-1.4279867567372724,-1.6393278577904131,-1.2547791973227642,-0.28345323741007183,-1.7663597081541713,-0.3381294964028777,-1.4279867567372724,-0.5251798561151079,-1.6393278577904131,-0.1079136690647482,-1.2547791973227642
287,288,"287,""""""Business!"""" cried the Ghost, wringing its hands again.""",-1.6,0,-3,0,62,8,cried the ghost wringing its hands again,-1.5384741344134993,-1.3333333333333335,-2.519813742863929,-3.438809556072657,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-1.2061955384704162,-1.5,-1.863514543557206,-3.4513489620979776,-0.17206249066521606,0.0,-0.15390049712749404,0.0,-0.2827338129496402,-0.34532374100719426,-0.5467625899280576,-0.1079136690647482,-0.32068345323741004,-1.763235538902733,-1.4586660646775338,-1.6799606328011987,-1.2547791973227642,-0.2827338129496402,-1.763235538902733,-0.34532374100719426,-1.4586660646775338,-0.5467625899280576,-1.6799606328011987,-0.1079136690647482,-1.2547791973227642
288,289,"288,""""""Mankind was my business. The common welfare was my business; charity, mercy, forbearance, and benevolence, were, all, my business. The dealings of my trade were but a drop of water in the comprehensive ocean of my business!""""""",3.45,3,3,5,233,37,was my business the common welfare was my business charity mercy forbearance and benevolence were all my business the dealings of my trade were but a drop of water in the comprehensive ocean of my business,2.929868244178341,2.8750000000000004,1.0412887973988945,1.604799086012055,2.319792723955881,3.0,0.7973384046749165,4.073527939150431,0.9411650871755378,1.5,0.30599379805469806,0.7469685270576817,3.3064841052977503,5.0,1.2213638509523348,2.7587795773224184,-0.2863309352517984,-0.3597122302158273,-0.5539568345323741,-0.11510791366906475,-0.3287769784172661,-1.778856385159926,-1.5200246805580564,-1.6935048911381272,-1.2816051737536684,-0.2863309352517984,-1.778856385159926,-0.3597122302158273,-1.5200246805580564,-0.5539568345323741,-1.6935048911381272,-0.11510791366906475,-1.2816051737536684
289,290,"289,""It held up its chain at arm's length, as if that were the cause of all its unavailing grief, and flung it heavily upon the ground again.""",-0.75,-1,-4,-2,142,27,held up its chain at arm own length as if that were the because of all its unavailing grief and flung it heavily upon the ground again,-0.7863769023732885,-0.625,-0.4293202524720812,-0.4780324048525195,-0.7858436595984516,-1.0,-0.3959372022611212,-1.8605611381952045,-1.5640889760780752,-2.0,-0.7852222055124471,-1.3646948135952017,-1.5634811290504025,-2.0,-0.9076736703586595,-1.512068599136656,-0.28345323741007183,-0.3669064748201439,-0.5467625899280576,-0.11510791366906475,-0.3280575539568345,-1.7663597081541713,-1.5507039884983178,-1.6799606328011987,-1.2816051737536684,-0.28345323741007183,-1.7663597081541713,-0.3669064748201439,-1.5507039884983178,-0.5467625899280576,-1.6799606328011987,-0.11510791366906475,-1.2816051737536684
290,291,"290,""""""At this time of the rolling year,"""" the spectre said, """"I suffer most. Why did I walk through crowds of fellow-beings with my eyes turned down, and never raise them to that blessed Star which led the Wise Men to a poor abode! Were there no poor homes to which its light would have conducted me!""""""",1.25,0,-5,3,304,56,this time of the rolling year the spectre said i suffer most why did i walk through crowds of fellow beings with my eyes turned down and never raise them to that blessed star which led the wise men to a poor abode were there no poor homes to which its light would have conducted me,0.9832636436036781,1.0416666666666667,0.17947448224901916,0.38420684565454244,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-1.9219824136857342,-2.5,-0.5051066480222757,-0.8226300418498126,1.9150654669125637,3.0,0.39134356845830626,1.093759316086799,-0.28345323741007183,-0.3669064748201439,-0.539568345323741,-0.11510791366906475,-0.3262589928057554,-1.7663597081541713,-1.5507039884983178,-1.6664163744642702,-1.2816051737536684,-0.28345323741007183,-1.7663597081541713,-0.3669064748201439,-1.5507039884983178,-0.539568345323741,-1.6664163744642702,-0.11510791366906475,-1.2816051737536684
